Concept	PROP_W	TOTAL_GEN_FREQ
[men/male/women/female] adolescence	0.6516222961730449	4808
[men/male/women/female] adolescent athlete	0.8560975609756097	410
[men/male/women/female] adolescent patient	0.7386363636363636	176
[men/male/women/female] adolescent population	0.6747967479674797	123
[men/male/women/female] adolescent rat	0.6153846153846154	104
[men/male/women/female] adolescent sexuality	0.8942486085343229	539
[men/male/women/female] adoration	0.6359583952451708	673
[men/male/women/female] adornment	0.81044650379107	1187
[men/male/women/female] adulation	0.7306590257879656	349
[men/male/women/female] adult [men/male/women/female]	0.6069868995633187	229
[men/male/women/female] adult child	0.6413043478260869	184
[men/male/women/female] adult literacy	0.8357933579335793	542
[men/male/women/female] adult patient	0.6227272727272727	220
[men/male/women/female] adult prisoner	0.601123595505618	178
[men/male/women/female] adultery	0.7631473303894019	2491
[men/male/women/female] advancement	0.9002579535683577	1163
[men/male/women/female] advantage	0.6003826016915023	9932
[men/male/women/female] adventurer	0.61492673992674	2184
[men/male/women/female] advice	0.6725609756097561	1640
[men/male/women/female] adviser	0.6749363867684478	1572
[men/male/women/female] advocacy	0.8093457943925234	535
[men/male/women/female] advocate	0.7971014492753623	4416
[men/male/women/female] aedes	0.83984375	1280
[men/male/women/female] aedes aegypti	0.7757255936675461	379
[men/male/women/female] aesthete	0.7553672316384181	1770
[men/male/women/female] aestheticism	0.6481481481481481	162
[men/male/women/female] affiliate	0.7482352941176471	425
[men/male/women/female] affinity	0.7004830917874396	207
[men/male/women/female] affliction	0.6229166666666667	480
[men/male/women/female] afghan	0.6041666666666666	192
[men/male/women/female] africa	0.7037037037037037	216
[men/male/women/female] african slave	0.7073170731707317	328
[men/male/women/female] age	0.6233044538494906	85297
[men/male/women/female] age age	0.6220472440944882	127
[men/male/women/female] age group	0.6398166339227243	1527
[men/male/women/female] age range	0.6910112359550562	178
[men/male/women/female] agency	0.9046257359125316	23780
[men/male/women/female] agent	0.7597644513880544	24963
[men/male/women/female] agreement	0.6470588235294118	255
[men/male/women/female] agricultural	0.773371104815864	353
[men/male/women/female] agricultural labor	0.6054421768707483	147
[men/male/women/female] agricultural laborer	0.7833655705996132	517
[men/male/women/female] agricultural labour	0.7816377171215881	403
[men/male/women/female] agricultural labourer	0.6573033707865169	890
[men/male/women/female] agriculturalist	0.7305389221556886	167
[men/male/women/female] aid	0.7139049311417148	2251
[men/male/women/female] aid case	0.7843137254901961	204
[men/male/women/female] ailment	0.9581749049429658	1052
[men/male/women/female] air	0.7512110726643598	2890
[men/male/women/female] air force	0.8662150719729044	1181
[men/male/women/female] air traffic	0.6363636363636364	132
[men/male/women/female] aircrew	0.8122270742358079	229
[men/male/women/female] airline	0.7729166666666667	960
[men/male/women/female] airline pilot	0.8508064516129032	496
[men/male/women/female] airman	0.8207547169811321	318
[men/male/women/female] alarm	0.6943521594684385	301
[men/male/women/female] albatross	0.6666666666666666	165
[men/male/women/female] albino mouse	0.64	150
[men/male/women/female] album	0.6242038216560509	157
[men/male/women/female] alchemist	0.7801857585139319	323
[men/male/women/female] ali	0.6190476190476191	105
[men/male/women/female] allegory	0.9509559434746467	1203
[men/male/women/female] alliance	0.6465182043124779	2829
[men/male/women/female] allure	0.7663865546218488	595
[men/male/women/female] alopecia	0.6148148148148148	135
[men/male/women/female] alpha	0.7283053157655611	2201
[men/male/women/female] altar	0.8107142857142857	280
[men/male/women/female] alternative	0.6977011494252874	870
[men/male/women/female] altruism	0.8826979472140762	341
[men/male/women/female] always	0.7139588100686499	437
[men/male/women/female] alzheimer	0.6346153846153846	156
[men/male/women/female] amateur	0.7195037904893177	1451
[men/male/women/female] amazon	0.8293216630196937	457
[men/male/women/female] ambassador	0.8758716875871687	2151
[men/male/women/female] ambition	0.7059401080019637	2037
[men/male/women/female] ambulance	0.8577524893314367	703
[men/male/women/female] american soldier	0.7148148148148148	270
[men/male/women/female] american student	0.6951219512195121	164
[men/male/women/female] amputee	0.6496	625
[men/male/women/female] anal	0.6106870229007634	131
[men/male/women/female] analysand	0.685126582278481	632
[men/male/women/female] analyst	0.6260477111540941	6204
[men/male/women/female] anarchist	0.6781818181818182	550
[men/male/women/female] anatomy	0.6495241207467015	24481
[men/male/women/female] ancestral spirit	0.6148148148148148	135
[men/male/women/female] ancestry	0.6930184804928131	974
[men/male/women/female] anchor	0.6472652822462709	3419
[men/male/women/female] anchorite	0.7700934579439253	535
[men/male/women/female] and [men/male/women/female]	0.7367370150385442	118695
[men/male/women/female] and aboriginal	0.6081258191349934	763
[men/male/women/female] and abortion	0.8328865058087578	1119
[men/male/women/female] and abuse	0.9120171673819742	466
[men/male/women/female] and academic	0.7394636015325671	261
[men/male/women/female] and access	0.8093922651933702	724
[men/male/women/female] and addiction	0.957169459962756	1074
[men/male/women/female] and adolescent	0.8200934579439252	2996
[men/male/women/female] and adult	0.713302752293578	1308
[men/male/women/female] and adventure	0.7135678391959799	199
[men/male/women/female] and advertising	0.8677685950413223	363
[men/male/women/female] and african	0.9233307284883217	11517
[men/male/women/female] and afro	0.8215613382899628	269
[men/male/women/female] and ageing	0.9384615384615385	780
[men/male/women/female] and agency	0.8303341902313625	389
[men/male/women/female] and aggression	0.823045267489712	243
[men/male/women/female] and aging	0.9493545183714002	2014
[men/male/women/female] and aid	0.8737435645991665	4079
[men/male/women/female] and alcohol	0.8791040196379257	3259
[men/male/women/female] and amazon	0.6111111111111112	144
[men/male/women/female] and american	0.9287356321839081	4785
[men/male/women/female] and anger	0.799625468164794	534
[men/male/women/female] and anglo	0.7422680412371134	291
[men/male/women/female] and answer	0.6896551724137931	145
[men/male/women/female] and anyone	0.6826265389876881	731
[men/male/women/female] and anything	0.6294117647058823	340
[men/male/women/female] and arab	0.6666666666666666	477
[men/male/women/female] and art	0.925940594059406	2525
[men/male/women/female] and asian	0.7376283846872083	1071
[men/male/women/female] and association	0.7222222222222222	252
[men/male/women/female] and attempt	0.72265625	256
[men/male/women/female] and attitude	0.8325242718446602	412
[men/male/women/female] and authority	0.8692913385826772	1270
[men/male/women/female] and babe	0.7976710334788938	687
[men/male/women/female] and baby	0.9270642201834862	8720
[men/male/women/female] and bar	0.6470588235294118	119
[men/male/women/female] and barbarian	0.7058823529411765	153
[men/male/women/female] and beauty	0.7496962332928311	823
[men/male/women/female] and bed	0.6106870229007634	131
[men/male/women/female] and beer	0.698744769874477	478
[men/male/women/female] and birth	0.9757575757575757	1815
[men/male/women/female] and black	0.8402515723270441	11130
[men/male/women/female] and body	0.6580152671755726	1965
[men/male/women/female] and booze	0.8651804670912951	942
[men/male/women/female] and business	0.6028833551769331	2289
[men/male/women/female] and cancer	0.8167613636363636	704
[men/male/women/female] and capitalism	0.7607843137254902	255
[men/male/women/female] and card	0.78	350
[men/male/women/female] and care	0.815028901734104	346
[men/male/women/female] and career	0.8271186440677966	1180
[men/male/women/female] and caring	0.8536082474226804	485
[men/male/women/female] and case	0.6037735849056604	106
[men/male/women/female] and cat	0.7613488975356679	771
[men/male/women/female] and catholic	0.7883369330453563	463
[men/male/women/female] and caucasian	0.6107784431137725	334
[men/male/women/female] and change	0.9146341463414634	1804
[men/male/women/female] and chapter	0.7171717171717171	198
[men/male/women/female] and child	0.9797520186151499	1148312
[men/male/women/female] and childcare	0.7142857142857143	217
[men/male/women/female] and chinese	0.8895859473023839	797
[men/male/women/female] and chocolate	0.623015873015873	252
[men/male/women/female] and church	0.7892561983471075	1452
[men/male/women/female] and class	0.7845617095508068	2293
[men/male/women/female] and clergy	0.6881028938906752	311
[men/male/women/female] and clergyman	0.6764705882352942	442
[men/male/women/female] and client	0.7570621468926554	177
[men/male/women/female] and clothes	0.6192893401015228	394
[men/male/women/female] and clothing	0.6826086956521739	230
[men/male/women/female] and clown	0.6923076923076923	130
[men/male/women/female] and combat	0.7328767123287672	292
[men/male/women/female] and commerce	0.782608695652174	437
[men/male/women/female] and communication	0.8380952380952381	420
[men/male/women/female] and community	0.801522842639594	3940
[men/male/women/female] and competition	0.8448275862068966	348
[men/male/women/female] and concern	0.6062176165803109	193
[men/male/women/female] and conflict	0.9539267015706806	955
[men/male/women/female] and construction	0.6524822695035462	141
[men/male/women/female] and consumer	0.9459783913565426	833
[men/male/women/female] and consumption	0.8502673796791443	374
[men/male/women/female] and contemporary	0.8231132075471698	424
[men/male/women/female] and control	0.7201834862385321	436
[men/male/women/female] and convict	0.8361774744027304	293
[men/male/women/female] and cooking	0.9164882226980728	934
[men/male/women/female] and couple	0.8515589697243561	4426
[men/male/women/female] and court	0.6028708133971292	209
[men/male/women/female] and courtesan	0.6268656716417911	201
[men/male/women/female] and cow	0.6003086419753086	648
[men/male/women/female] and craft	0.6728110599078341	217
[men/male/women/female] and credit	0.8256097560975609	820
[men/male/women/female] and crime	0.969522346011013	7809
[men/male/women/female] and criminal	0.9320766008378216	3342
[men/male/women/female] and culture	0.8445778145695364	4832
[men/male/women/female] and cybernetics	0.6474358974358975	156
[men/male/women/female] and dance	0.7433155080213903	561
[men/male/women/female] and dancing	0.6861702127659575	188
[men/male/women/female] and daughter	0.9139414802065404	1162
[men/male/women/female] and death	0.8341836734693877	1568
[men/male/women/female] and democracy	0.9434687156970363	1822
[men/male/women/female] and depression	0.8462643678160919	3480
[men/male/women/female] and desire	0.7551020408163265	490
[men/male/women/female] and development	0.9801086845073311	9753
[men/male/women/female] and difference	0.7004608294930875	217
[men/male/women/female] and disease	0.7395833333333334	192
[men/male/women/female] and divorce	0.8285356695869838	799
[men/male/women/female] and doctor	0.6953937592867756	1346
[men/male/women/female] and domestic	0.9604180564820992	4497
[men/male/women/female] and domesticity	0.93935790725327	841
[men/male/women/female] and drink	0.8324667822068169	1731
[men/male/women/female] and drug	0.6904593639575972	2830
[men/male/women/female] and education	0.9794747296402561	4531
[men/male/women/female] and emotion	0.6020583190394511	583
[men/male/women/female] and employee	0.7908847184986595	373
[men/male/women/female] and employment	0.9673093042749371	2386
[men/male/women/female] and enterprise	0.7970297029702971	202
[men/male/women/female] and environment	0.9158147925435959	1663
[men/male/women/female] and equality	0.9673235220753305	4009
[men/male/women/female] and eunuch	0.7606541129831517	2018
[men/male/women/female] and european	0.7729083665338645	502
[men/male/women/female] and evil	0.8883826879271071	439
[men/male/women/female] and executive	0.7741935483870968	186
[men/male/women/female] and faith	0.9042709867452136	679
[men/male/women/female] and family	0.8853253043592093	30556
[men/male/women/female] and farm	0.6208530805687204	422
[men/male/women/female] and fashion	0.77491601343785	893
[men/male/women/female] and fathering	0.7092198581560284	141
[men/male/women/female] and fear	0.6353383458646616	532
[men/male/women/female] and feminism	0.9123610951999084	8729
[men/male/women/female] and feminist	0.9177346010748243	2419
[men/male/women/female] and fertility	0.8645418326693227	502
[men/male/women/female] and fetus	0.9495652173913044	1150
[men/male/women/female] and fighting	0.7584745762711864	236
[men/male/women/female] and film	0.9721909056745585	2661
[men/male/women/female] and finance	0.8276643990929705	441
[men/male/women/female] and first	0.7823834196891192	193
[men/male/women/female] and flower	0.8301043219076006	671
[men/male/women/female] and food	0.7877906976744186	3440
[men/male/women/female] and football	0.7954545454545454	660
[men/male/women/female] and foreigner	0.7748201438848921	1390
[men/male/women/female] and freedom	0.8271428571428572	700
[men/male/women/female] and fun	0.6078431372549019	102
[men/male/women/female] and gambling	0.9502645502645503	945
[men/male/women/female] and game	0.6578947368421053	304
[men/male/women/female] and gang	0.6268221574344023	343
[men/male/women/female] and garden	0.7307692307692307	208
[men/male/women/female] and gay	0.9721900347624566	2589
[men/male/women/female] and gender	0.959000923583504	49806
[men/male/women/female] and generation	0.6687898089171974	157
[men/male/women/female] and gentile	0.8485915492957746	284
[men/male/women/female] and girl	0.9714379482427437	310797
[men/male/women/female] and globalization	0.9531914893617022	940
[men/male/women/female] and goddess	0.9389221556886228	835
[men/male/women/female] and gossip	0.7183908045977011	174
[men/male/women/female] and guy	0.7894736842105263	247
[men/male/women/female] and hair	0.7096774193548387	248
[men/male/women/female] and health	0.945051165190472	11629
[men/male/women/female] and heart	0.8969917958067457	1097
[men/male/women/female] and high	0.6153846153846154	104
[men/male/women/female] and hindu	0.7413793103448276	232
[men/male/women/female] and hispanic	0.87248322147651	447
[men/male/women/female] and history	0.7393483709273183	1197
[men/male/women/female] and hiv	0.7147222222222223	3600
[men/male/women/female] and home	0.8397581254724111	1323
[men/male/women/female] and homosexual	0.9568124825856784	3589
[men/male/women/female] and homosexuality	0.7845433255269321	427
[men/male/women/female] and household	0.8961038961038961	1386
[men/male/women/female] and housewife	0.8882265275707899	671
[men/male/women/female] and human	0.9863502997831356	7839
[men/male/women/female] and humanity	0.6742424242424242	264
[men/male/women/female] and hunting	0.7725631768953068	277
[men/male/women/female] and identity	0.8556231003039514	658
[men/male/women/female] and ideology	0.8753351206434317	746
[men/male/women/female] and image	0.710691823899371	318
[men/male/women/female] and immigrant	0.9257620452310718	2034
[men/male/women/female] and increase	0.6545961002785515	718
[men/male/women/female] and indigenous	0.8553639846743295	1044
[men/male/women/female] and individual	0.8225201072386059	1865
[men/male/women/female] and industry	0.9099350046425255	1077
[men/male/women/female] and inequality	0.8066914498141264	269
[men/male/women/female] and infant	0.9788613303269448	7096
[men/male/women/female] and infertility	0.7003610108303249	277
[men/male/women/female] and information	0.9267053701015965	1378
[men/male/women/female] and islam	0.9841239109390126	5165
[men/male/women/female] and issue	0.6944990176817288	1018
[men/male/women/female] and italian	0.6821705426356589	129
[men/male/women/female] and japanese	0.6062717770034843	287
[men/male/women/female] and jesus	0.7239884393063584	692
[men/male/women/female] and jew	0.9357848518111965	1822
[men/male/women/female] and jewish	0.9534632034632035	924
[men/male/women/female] and justice	0.9449602122015915	1508
[men/male/women/female] and kid	0.9305809698078683	8744
[men/male/women/female] and kinship	0.8178137651821862	247
[men/male/women/female] and knowledge	0.6826516220028209	709
[men/male/women/female] and korean	0.6306306306306306	222
[men/male/women/female] and labor	0.9082321187584346	1482
[men/male/women/female] and labour	0.9598811292719168	2019
[men/male/women/female] and lack	0.6050583657587548	514
[men/male/women/female] and language	0.8682871678914641	7076
[men/male/women/female] and latin	0.7614213197969543	197
[men/male/women/female] and latina	0.6917562724014337	279
[men/male/women/female] and latino	0.7180762852404643	603
[men/male/women/female] and laughter	0.8946015424164524	389
[men/male/women/female] and law	0.8794218333967287	5258
[men/male/women/female] and layman	0.7207792207792207	154
[men/male/women/female] and leadership	0.9769170579029735	7668
[men/male/women/female] and learning	0.7829131652661064	714
[men/male/women/female] and liquor	0.8914027149321267	663
[men/male/women/female] and literature	0.9893691181596375	5738
[men/male/women/female] and local	0.7692307692307693	273
[men/male/women/female] and love	0.7453325554259043	3428
[men/male/women/female] and lung	0.84	250
[men/male/women/female] and lust	0.6186440677966102	118
[men/male/women/female] and madness	0.9691048323210985	3787
[men/male/women/female] and magic	0.7659963436928702	547
[men/male/women/female] and marriage	0.6842294336007664	8351
[men/male/women/female] and mary	0.8665254237288136	1416
[men/male/women/female] and mass	0.825	640
[men/male/women/female] and medical	0.8023715415019763	253
[men/male/women/female] and medicine	0.8111792774369462	1467
[men/male/women/female] and medium	0.8811239193083573	2776
[men/male/women/female] and member	0.8643372471353798	7069
[men/male/women/female] and mental	0.9255411255411256	1155
[men/male/women/female] and midwife	0.9643196955280685	2102
[men/male/women/female] and migrant	0.951310861423221	1068
[men/male/women/female] and migration	0.9799737360472751	3046
[men/male/women/female] and minority	0.9947714406026295	85492
[men/male/women/female] and miracle	0.68	200
[men/male/women/female] and mission	0.8600867678958786	922
[men/male/women/female] and mode	0.900398406374502	502
[men/male/women/female] and model	0.7049180327868853	183
[men/male/women/female] and modernity	0.8491189427312775	908
[men/male/women/female] and moral	0.6855629139072847	3775
[men/male/women/female] and mother	0.946617208289654	12401
[men/male/women/female] and motherhood	0.9607843137254902	1122
[men/male/women/female] and mothering	0.6243654822335025	197
[men/male/women/female] and motion	0.838	500
[men/male/women/female] and murder	0.7489451476793249	474
[men/male/women/female] and music	0.843230944254835	4395
[men/male/women/female] and muslim	0.8860986547085202	1115
[men/male/women/female] and national	0.9507692307692308	975
[men/male/women/female] and nature	0.7623676612127045	10390
[men/male/women/female] and negro	0.6164535853251807	1799
[men/male/women/female] and new	0.7061769616026711	1198
[men/male/women/female] and news	0.6953125	256
[men/male/women/female] and night	0.6690647482014388	139
[men/male/women/female] and nun	0.807843137254902	510
[men/male/women/female] and nursing	0.9807170834588732	3319
[men/male/women/female] and opportunity	0.6714975845410628	207
[men/male/women/female] and other	0.6939854593522803	1513
[men/male/women/female] and outsider	0.6888111888111889	286
[men/male/women/female] and pain	0.7729468599033816	207
[men/male/women/female] and parent	0.8346570397111913	1385
[men/male/women/female] and participant	0.6111111111111112	108
[men/male/women/female] and partner	0.8448687350835322	419
[men/male/women/female] and patient	0.7674418604651163	2193
[men/male/women/female] and patriarchy	0.7890625	896
[men/male/women/female] and peace	0.9715622076707203	5345
[men/male/women/female] and peasant	0.7104446742502585	967
[men/male/women/female] and pensioner	0.6974358974358974	195
[men/male/women/female] and people	0.8907094300156876	28685
[men/male/women/female] and person	0.8440394383029579	3347
[men/male/women/female] and philosophy	0.6278637770897832	1615
[men/male/women/female] and physician	0.8268251273344652	589
[men/male/women/female] and plasma	0.6580310880829016	193
[men/male/women/female] and playing	0.6390977443609023	133
[men/male/women/female] and pleasure	0.7245179063360881	363
[men/male/women/female] and politics	0.9591744159673395	26454
[men/male/women/female] and popular	0.7893755824790307	2146
[men/male/women/female] and pornography	0.8246628131021194	519
[men/male/women/female] and possession	0.7362204724409449	254
[men/male/women/female] and power	0.8572126661454261	10232
[men/male/women/female] and prayer	0.868766404199475	381
[men/male/women/female] and pregnancy	0.7812018489984591	649
[men/male/women/female] and present	0.7338709677419355	248
[men/male/women/female] and prison	0.801452784503632	413
[men/male/women/female] and problem	0.9479816895547233	2403
[men/male/women/female] and production	0.8195876288659794	388
[men/male/women/female] and professional	0.6793168880455408	527
[men/male/women/female] and property	0.9101484769631104	6533
[men/male/women/female] and prostate	0.7848101265822784	790
[men/male/women/female] and prostitute	0.7366548042704626	1686
[men/male/women/female] and prostitution	0.931665062560154	1039
[men/male/women/female] and protection	0.8673469387755102	490
[men/male/women/female] and public	0.6562765655993199	3529
[men/male/women/female] and quack	0.6583333333333333	120
[men/male/women/female] and question	0.6486486486486487	222
[men/male/women/female] and radio	0.8930817610062893	477
[men/male/women/female] and rape	0.941108545034642	4330
[men/male/women/female] and rate	0.6371681415929203	113
[men/male/women/female] and refugee	0.8501291989664083	387
[men/male/women/female] and relation	0.6587301587301587	378
[men/male/women/female] and relative	0.6320346320346321	231
[men/male/women/female] and religion	0.8906750072737852	13748
[men/male/women/female] and representative	0.7380952380952381	336
[men/male/women/female] and reproduction	0.9521435692921236	1003
[men/male/women/female] and research	0.7764705882352941	340
[men/male/women/female] and respect	0.6890459363957597	283
[men/male/women/female] and result	0.6838842975206612	484
[men/male/women/female] and retainer	0.6013986013986014	143
[men/male/women/female] and rich	0.6445783132530121	166
[men/male/women/female] and right	0.7725409836065574	488
[men/male/women/female] and risk	0.7970639032815199	1158
[men/male/women/female] and ritual	0.9553072625698324	895
[men/male/women/female] and rock	0.7211796246648794	373
[men/male/women/female] and role	0.8058252427184466	206
[men/male/women/female] and romance	0.8133997785160576	1806
[men/male/women/female] and rose	0.8910081743869209	367
[men/male/women/female] and russian	0.8595890410958904	292
[men/male/women/female] and school	0.7496757457846952	771
[men/male/women/female] and science	0.9677335415040333	3843
[men/male/women/female] and security	0.8089887640449438	534
[men/male/women/female] and self	0.703429724277068	1487
[men/male/women/female] and senior	0.7884130982367759	397
[men/male/women/female] and servant	0.7060133630289532	3143
[men/male/women/female] and service	0.6469002695417789	371
[men/male/women/female] and sex	0.6224078341013825	10416
[men/male/women/female] and sexual	0.9009733389758782	2363
[men/male/women/female] and sexuality	0.9486269381655147	5353
[men/male/women/female] and shakespeare	0.8319088319088319	351
[men/male/women/female] and shame	0.7967213114754098	305
[men/male/women/female] and shoe	0.7415254237288136	236
[men/male/women/female] and shopping	0.8616780045351474	441
[men/male/women/female] and sin	0.6320754716981132	212
[men/male/women/female] and single	0.6339869281045751	153
[men/male/women/female] and sister	0.8980526918671249	873
[men/male/women/female] and slave	0.8174608508636333	14879
[men/male/women/female] and slavery	0.9882992060175512	4786
[men/male/women/female] and small	0.6898550724637681	345
[men/male/women/female] and smoker	0.6294416243654822	197
[men/male/women/female] and smoking	0.9551867219917013	1205
[men/male/women/female] and social	0.9328976034858388	9180
[men/male/women/female] and socialist	0.7062146892655368	177
[men/male/women/female] and society	0.6289525123605841	8697
[men/male/women/female] and song	0.9872249822569198	4227
[men/male/women/female] and space	0.9505574406204557	2063
[men/male/women/female] and spending	0.7058823529411765	136
[men/male/women/female] and sperm	0.726457399103139	223
[men/male/women/female] and spirituality	0.9542920847268673	897
[men/male/women/female] and sport	0.9194607268464244	8530
[men/male/women/female] and staff	0.680373831775701	535
[men/male/women/female] and story	0.6807017543859649	285
[men/male/women/female] and stress	0.8704819277108434	332
[men/male/women/female] and student	0.7869173521347435	2553
[men/male/women/female] and substance	0.9311064718162839	958
[men/male/women/female] and success	0.8675496688741722	302
[men/male/women/female] and suicide	0.7146853146853147	715
[men/male/women/female] and teaching	0.9591049382716049	1296
[men/male/women/female] and tear	0.6088709677419355	248
[men/male/women/female] and technology	0.9158603281447202	2377
[men/male/women/female] and teen	0.7821466524973433	941
[men/male/women/female] and teenager	0.6852540272614622	2421
[men/male/women/female] and terror	0.6153846153846154	117
[men/male/women/female] and testosterone	0.8944543828264758	559
[men/male/women/female] and the	0.8489173228346457	2032
[men/male/women/female] and theory	0.6832298136645962	161
[men/male/women/female] and therapy	0.9757691260549959	3673
[men/male/women/female] and tobacco	0.8179916317991632	478
[men/male/women/female] and tourism	0.8333333333333334	300
[men/male/women/female] and trade	0.8333333333333334	1578
[men/male/women/female] and tradition	0.6947791164658634	249
[men/male/women/female] and travel	0.8761329305135952	662
[men/male/women/female] and treatment	0.8212765957446808	235
[men/male/women/female] and unemployment	0.8487972508591065	291
[men/male/women/female] and union	0.8298109010011123	899
[men/male/women/female] and university	0.708904109589041	292
[men/male/women/female] and urban	0.8264352469959947	749
[men/male/women/female] and use	0.7380281690140845	355
[men/male/women/female] and value	0.8247078464106845	599
[men/male/women/female] and vice	0.6130185979971388	2796
[men/male/women/female] and victim	0.8395061728395061	648
[men/male/women/female] and view	0.7290322580645161	155
[men/male/women/female] and violence	0.6682581241336825	6493
[men/male/women/female] and wage	0.8096234309623431	478
[men/male/women/female] and war	0.8796054540179866	13788
[men/male/women/female] and warfare	0.7030651340996169	522
[men/male/women/female] and water	0.8398154251812788	1517
[men/male/women/female] and weakling	0.6071428571428571	168
[men/male/women/female] and wealth	0.7	2100
[men/male/women/female] and wedding	0.7725490196078432	255
[men/male/women/female] and weight	0.8350125944584383	794
[men/male/women/female] and welfare	0.9605488850771869	1166
[men/male/women/female] and whiskey	0.8868852459016393	610
[men/male/women/female] and whisky	0.7621621621621621	185
[men/male/women/female] and whore	0.6006006006006006	333
[men/male/women/female] and widow	0.937962962962963	4320
[men/male/women/female] and wife	0.7074502247912653	3114
[men/male/women/female] and wine	0.9191700216785382	3229
[men/male/women/female] and wisdom	0.7136363636363636	220
[men/male/women/female] and witch	0.7820069204152249	867
[men/male/women/female] and word	0.8032532920216886	1291
[men/male/women/female] and work	0.9163743202946851	22804
[men/male/women/female] and worker	0.8832630098452883	2844
[men/male/women/female] and working	0.86875	800
[men/male/women/female] and world	0.8967225609756098	2624
[men/male/women/female] and worship	0.8136272545090181	499
[men/male/women/female] and writing	0.9707419017763845	1914
[men/male/women/female] and youngster	0.7604712041884817	764
[men/male/women/female] and youth	0.7728214395909552	22687
[men/male/women/female] anesthesiologist	0.6584362139917695	243
[men/male/women/female] angel	0.6317235963879073	7641
[men/male/women/female] angela	0.6285714285714286	140
[men/male/women/female] angle	0.6615186615186616	777
[men/male/women/female] angler	0.7066666666666667	675
[men/male/women/female] anguish	0.6133333333333333	150
[men/male/women/female] anima	0.8028846153846154	208
[men/male/women/female] animates	0.6097560975609756	123
[men/male/women/female] animator	0.7003205128205128	624
[men/male/women/female] anime	0.7543859649122807	171
[men/male/women/female] ankle	0.6126482213438735	253
[men/male/women/female] anne	0.7666666666666667	270
[men/male/women/female] announcer	0.6496753246753246	3080
[men/male/women/female] anopheles	0.965658827920866	5358
[men/male/women/female] antecedent	0.6162790697674418	344
[men/male/women/female] anthology	0.6729559748427673	159
[men/male/women/female] anthropologist	0.7275261324041812	4305
[men/male/women/female] anunnaki	0.8017241379310345	232
[men/male/women/female] apache	0.6707317073170732	328
[men/male/women/female] apartment	0.8350383631713555	782
[men/male/women/female] aphid	0.833063209076175	617
[men/male/women/female] apologist	0.7	140
[men/male/women/female] apostate	0.6900726392251816	413
[men/male/women/female] apothecary	0.6411764705882353	170
[men/male/women/female] apparel	0.7011583011583011	2590
[men/male/women/female] apparition	0.7882018479033405	1407
[men/male/women/female] appearance	0.6843154630039876	4514
[men/male/women/female] appendix	0.6203966005665722	353
[men/male/women/female] apple	0.6204819277108434	166
[men/male/women/female] applicant	0.6568728908886389	22225
[men/male/women/female] application	0.6489795918367347	490
[men/male/women/female] appointee	0.8225352112676056	1065
[men/male/women/female] appointment	0.8774617067833698	914
[men/male/women/female] apprentice	0.695873786407767	4120
[men/male/women/female] apprenticeship	0.7925696594427245	323
[men/male/women/female] april	0.8310580204778157	586
