Concept	PROP_M	TOTAL_GEN_FREQ
[men/male/women/female] and equipment	0.002275054032533273	17582
[men/male/women/female] and estrogen	0.24050632911392406	237
[men/male/women/female] and evening	0.3203125	128
[men/male/women/female] and event	0.03255587949465501	6174
[men/male/women/female] and expert	0.3130434782608696	230
[men/male/women/female] and fairy	0.3582089552238806	201
[men/male/women/female] and father	0.11758548499651082	2866
[men/male/women/female] and field	0.2775330396475771	227
[men/male/women/female] and figure	0.38461538461538464	351
[men/male/women/female] and fire	0.0704656862745098	1632
[men/male/women/female] and fish	0.30319148936170215	564
[men/male/women/female] and fisherman	0.3482587064676617	201
[men/male/women/female] and follower	0.36065573770491804	244
[men/male/women/female] and fool	0.3200301204819277	1328
[men/male/women/female] and force	0.14084507042253522	284
[men/male/women/female] and form	0.32142857142857145	448
[men/male/women/female] and fortune	0.2864321608040201	199
[men/male/women/female] and free	0.28634361233480177	227
[men/male/women/female] and fur	0.2299168975069252	361
[men/male/women/female] and gambler	0.29381443298969073	194
[men/male/women/female] and gangster	0.19701492537313434	335
[men/male/women/female] and gear	0.1261595547309833	539
[men/male/women/female] and general	0.10723860589812333	373
[men/male/women/female] and gentleman	0.1360136869118905	1169
[men/male/women/female] and ghost	0.3394308943089431	984
[men/male/women/female] and gift	0.28832116788321166	274
[men/male/women/female] and god	0.06099625196469593	16542
[men/male/women/female] and good	0.16405395552314983	2743
[men/male/women/female] and government	0.21756290083867785	2027
[men/male/women/female] and grass	0.31851851851851853	135
[men/male/women/female] and great	0.13141993957703926	1324
[men/male/women/female] and guest	0.30833333333333335	240
[men/male/women/female] and gun	0.1331096196868009	7152
[men/male/women/female] and half	0.30931961120640367	1749
[men/male/women/female] and head	0.18024861878453038	1448
[men/male/women/female] and healer	0.36585365853658536	205
[men/male/women/female] and henry	0.2662337662337662	154
[men/male/women/female] and herd	0.2765957446808511	470
[men/male/women/female] and hero	0.04672897196261682	856
[men/male/women/female] and heterosexual	0.36363636363636365	451
[men/male/women/female] and heterosexuality	0.39520958083832336	167
[men/male/women/female] and holy	0.281055900621118	644
[men/male/women/female] and horse	0.033857174183173744	68405
[men/male/women/female] and hundred	0.19763313609467456	845
[men/male/women/female] and hunger	0.1493975903614458	415
[men/male/women/female] and idea	0.07461734693877552	3136
[men/male/women/female] and indian	0.2811153358681876	3945
[men/male/women/female] and institution	0.08233117483811286	2162
[men/male/women/female] and interest	0.25757575757575757	264
[men/male/women/female] and intimacy	0.32706766917293234	266
[men/male/women/female] and jack	0.33170731707317075	205
[men/male/women/female] and james	0.32275132275132273	189
[men/male/women/female] and journalist	0.29714285714285715	350
[men/male/women/female] and judge	0.2033195020746888	241
[men/male/women/female] and king	0.09107468123861566	1098
[men/male/women/female] and labourer	0.3448275862068966	261
[men/male/women/female] and lad	0.1072463768115942	1725
[men/male/women/female] and lady	0.34087481146304677	4641
[men/male/women/female] and lawyer	0.17728055077452667	581
[men/male/women/female] and leader	0.2173202614379085	1224
[men/male/women/female] and lesbian	0.058309564937934356	49786
[men/male/women/female] and letter	0.3411214953271028	214
[men/male/women/female] and light	0.17725752508361203	299
[men/male/women/female] and livestock	0.2541699761715647	1259
[men/male/women/female] and living	0.3983739837398374	369
[men/male/women/female] and lover	0.22608695652173913	575
[men/male/women/female] and luggage	0.3858267716535433	127
[men/male/women/female] and machine	0.04691206856967935	13067
[men/male/women/female] and maid	0.10437631640533583	4273
[men/male/women/female] and maiden	0.13978611959842863	9164
[men/male/women/female] and maidservant	0.2953020134228188	149
[men/male/women/female] and mainstream	0.1694560669456067	478
[men/male/women/female] and mankind	0.19607843137254902	204
[men/male/women/female] and manner	0.023611321325866505	6607
[men/male/women/female] and masculine	0.25213675213675213	234
[men/male/women/female] and masculinity	0.004460400348128808	45960
[men/male/women/female] and master	0.09797297297297297	888
[men/male/women/female] and material	0.027330779054916987	19575
[men/male/women/female] and matrimony	0.3836477987421384	159
[men/male/women/female] and matron	0.22072072072072071	444
[men/male/women/female] and matter	0.04597079502433748	1849
[men/male/women/female] and mean	0.04041811846689895	1435
[men/male/women/female] and measure	0.04383664293742975	2669
[men/male/women/female] and merchant	0.17395529640427598	1029
[men/male/women/female] and million	0.18808193668528864	537
[men/male/women/female] and miner	0.24651162790697675	215
[men/male/women/female] and miss	0.26406926406926406	231
[men/male/women/female] and missionary	0.33658536585365856	205
[men/male/women/female] and money	0.13998092614178234	18874
[men/male/women/female] and monkey	0.22210636079249219	959
[men/male/women/female] and monster	0.10188895248998282	1747
[men/male/women/female] and mountain	0.034919028340080975	1976
[men/male/women/female] and mouse	0.08832807570977919	634
[men/male/women/female] and movement	0.11714890613973183	1417
[men/male/women/female] and msm	0.2937219730941704	446
[men/male/women/female] and musician	0.34673366834170855	398
[men/male/women/female] and nation	0.07750730282375852	10270
[men/male/women/female] and network	0.19205298013245034	302
[men/male/women/female] and newspaper	0.1724137931034483	261
[men/male/women/female] and nobody	0.3333333333333333	339
[men/male/women/female] and not	0.3147208121827411	197
[men/male/women/female] and nothing	0.3078556263269639	942
[men/male/women/female] and number	0.23739837398373984	615
[men/male/women/female] and object	0.25301204819277107	664
[men/male/women/female] and office	0.3442622950819672	183
[men/male/women/female] and officer	0.011731012832516385	18157
[men/male/women/female] and official	0.15145631067961166	515
[men/male/women/female] and order	0.27624309392265195	362
[men/male/women/female] and organisation	0.3155737704918033	488
[men/male/women/female] and passion	0.3390804597701149	174
[men/male/women/female] and paul	0.34782608695652173	184
[men/male/women/female] and philosopher	0.07076566125290024	862
[men/male/women/female] and place	0.30300807043286865	1363
[men/male/women/female] and poet	0.3875739644970414	676
[men/male/women/female] and police	0.14751630707476165	1993
[men/male/women/female] and politeness	0.12442396313364056	651
[men/male/women/female] and politician	0.09523809523809523	1155
[men/male/women/female] and position	0.3333333333333333	159
[men/male/women/female] and preacher	0.21888412017167383	233
[men/male/women/female] and prince	0.0935672514619883	513
[men/male/women/female] and prisoner	0.2821997105643994	691
[men/male/women/female] and provision	0.053526763381690844	1999
[men/male/women/female] and rat	0.2314410480349345	229
[men/male/women/female] and report	0.3	330
[men/male/women/female] and resource	0.04130052724077329	4552
[men/male/women/female] and responsibility	0.36879432624113473	141
[men/male/women/female] and rule	0.37142857142857144	175
[men/male/women/female] and ruler	0.11331444759206799	353
[men/male/women/female] and sailor	0.34555984555984554	518
[men/male/women/female] and sarah	0.21800947867298578	211
[men/male/women/female] and satan	0.2880658436213992	243
[men/male/women/female] and satyr	0.39285714285714285	140
[men/male/women/female] and savage	0.32971014492753625	276
[men/male/women/female] and scene	0.32894736842105265	152
[men/male/women/female] and scholar	0.26806083650190116	1052
[men/male/women/female] and scientist	0.17960088691796008	451
[men/male/women/female] and score	0.391812865497076	171
[men/male/women/female] and scribe	0.06521739130434782	736
[men/male/women/female] and serpent	0.3944223107569721	251
[men/male/women/female] and shaman	0.17765042979942694	349
[men/male/women/female] and share	0.3799126637554585	229
[men/male/women/female] and sheep	0.1725417439703154	539
[men/male/women/female] and ship	0.019416079390191285	6953
[men/male/women/female] and shop	0.287292817679558	181
[men/male/women/female] and shopkeeper	0.25	176
[men/male/women/female] and sir	0.2722222222222222	180
[men/male/women/female] and situation	0.14965986394557823	441
[men/male/women/female] and soldier	0.2999702114983616	3357
[men/male/women/female] and someone	0.3277027027027027	296
[men/male/women/female] and something	0.35537190082644626	484
[men/male/women/female] and speech	0.21940928270042195	237
[men/male/women/female] and spirit	0.20084865629420084	1414
[men/male/women/female] and stone	0.0761904761904762	735
[men/male/women/female] and stranger	0.31215469613259667	724
[men/male/women/female] and suffering	0.3358208955223881	134
[men/male/women/female] and supply	0.0044500531349628055	15056
[men/male/women/female] and teacher	0.2393340270551509	961
[men/male/women/female] and technical	0.328125	320
[men/male/women/female] and territory	0.21987951807228914	332
[men/male/women/female] and thief	0.2733333333333333	450
[men/male/women/female] and thing	0.034798892053212654	25633
[men/male/women/female] and time	0.12517257248044178	2173
[men/male/women/female] and tom	0.36486486486486486	148
[men/male/women/female] and tourist	0.38016528925619836	242
[men/male/women/female] and town	0.13636363636363635	374
[men/male/women/female] and trader	0.39923224568138194	521
[men/male/women/female] and tradesman	0.2808219178082192	146
[men/male/women/female] and transgender	0.34275436793422404	1946
[men/male/women/female] and traveller	0.32051282051282054	156
[men/male/women/female] and treasure	0.22531939605110338	861
[men/male/women/female] and tree	0.14989733059548255	974
[men/male/women/female] and true	0.055272108843537414	1176
[men/male/women/female] and trust	0.2727272727272727	154
[men/male/women/female] and visitor	0.3377777777777778	225
[men/male/women/female] and volunteer	0.3217821782178218	404
[men/male/women/female] and wagon	0.04682779456193353	1324
[men/male/women/female] and warrior	0.2347036328871893	2092
[men/male/women/female] and weapon	0.028450363196125907	4956
[men/male/women/female] and wilderness	0.30857142857142855	175
[men/male/women/female] and william	0.3712574850299401	167
[men/male/women/female] and wolf	0.13669950738916256	812
[men/male/women/female] and workman	0.3511450381679389	131
[men/male/women/female] anglo	0.3250620347394541	806
[men/male/women/female] angst	0.18373493975903615	664
[men/male/women/female] anna	0.3547297297297297	888
[men/male/women/female] annuitant	0.3661417322834646	254
[men/male/women/female] anole	0.20270270270270271	222
[men/male/women/female] anolis	0.3614457831325301	166
[men/male/women/female] anorexia	0.29931972789115646	441
[men/male/women/female] anorexic	0.3913978494623656	465
[men/male/women/female] another	0.3287671232876712	146
[men/male/women/female] antenna	0.3660442900564481	2303
[men/male/women/female] antennule	0.20535714285714285	224
[men/male/women/female] antisocial behavior	0.288135593220339	295
[men/male/women/female] anuran	0.3333333333333333	240
[men/male/women/female] anus	0.25792811839323465	473
[men/male/women/female] anxiety	0.11259786476868328	7025
[men/male/women/female] aphrodisiac	0.21899736147757257	379
[men/male/women/female] apparatus	0.3686440677966102	472
[men/male/women/female] appendage	0.1891604675876727	1882
[men/male/women/female] appraisal	0.13317191283292978	413
[men/male/women/female] appreciation	0.19285862570064355	4817
[men/male/women/female] approach	0.3504	5000
[men/male/women/female] appropriation	0.2931152010906612	1467
[men/male/women/female] approval	0.09347079037800687	2910
[men/male/women/female] ardor	0.32786885245901637	122
[men/male/women/female] are [men/male/women/female]	0.2922077922077922	308
[men/male/women/female] arena	0.1567342073897497	1678
[men/male/women/female] argus	0.3127147766323024	291
[men/male/women/female] argus pheasant	0.29537366548042704	281
[men/male/women/female] arm	0.33630393996247654	4264
[men/male/women/female] armor	0.2420814479638009	442
[men/male/women/female] armpit	0.3349282296650718	209
[men/male/women/female] aroma	0.26328800988875156	809
[men/male/women/female] array	0.2987012987012987	154
[men/male/women/female] arrogance	0.033187454412837346	2742
[men/male/women/female] arthur	0.34146341463414637	205
[men/male/women/female] artist friend	0.3829787234042553	141
[men/male/women/female] ascendancy	0.3790849673202614	459
[men/male/women/female] ascendant	0.360062893081761	636
[men/male/women/female] ash	0.35526315789473684	152
[men/male/women/female] assailant	0.33863165169315823	1447
[men/male/women/female] assay	0.3177083333333333	192
[men/male/women/female] assist	0.20093457943925233	214
[men/male/women/female] assistance	0.391350774159103	1873
[men/male/women/female] assumption	0.10186757215619695	1178
[men/male/women/female] athenian	0.17105263157894737	456
[men/male/women/female] atlantic	0.35317779565567176	1243
[men/male/women/female] atlantic salmon	0.24890190336749635	683
[men/male/women/female] atmosphere	0.29532967032967034	728
[men/male/women/female] atrium	0.34893617021276596	235
[men/male/women/female] attack	0.28758673862760215	1297
[men/male/women/female] attacker	0.3288256227758007	1405
[men/male/women/female] attempt	0.2575554063129617	2978
[men/male/women/female] attention	0.2867326732673267	30300
[men/male/women/female] attire	0.3641416996419823	21228
[men/male/women/female] attitude	0.2568568151006361	9589
[men/male/women/female] aura	0.2236842105263158	608
[men/male/women/female] australian	0.38591549295774646	710
[men/male/women/female] authority	0.20118509028306042	49954
[men/male/women/female] authority figure	0.17480633209834961	5938
[men/male/women/female] avant	0.29955947136563876	454
[men/male/women/female] aversion	0.3968253968253968	189
[men/male/women/female] bacteria	0.384	125
[men/male/women/female] baldness	0.17084282460136674	878
[men/male/women/female] baltimore oriole	0.38306451612903225	248
[men/male/women/female] bamboo	0.2229299363057325	314
[men/male/women/female] band member	0.38549618320610685	524
[men/male/women/female] banter	0.1530373831775701	856
[men/male/women/female] barbary macaque	0.3926553672316384	354
[men/male/women/female] baritone	0.1694290976058932	543
[men/male/women/female] bark	0.2527881040892193	269
[men/male/women/female] barn swallow	0.2607594936708861	395
[men/male/women/female] basic wage	0.34210526315789475	190
[men/male/women/female] bastion	0.014906832298136646	4025
[men/male/women/female] bathhouse	0.3471698113207547	265
[men/male/women/female] batter	0.06539833531510107	841
[men/male/women/female] batterers	0.08457142857142858	3500
[men/male/women/female] battle	0.29201277955271565	1565
[men/male/women/female] bearing	0.365	600
[men/male/women/female] beauty contest	0.13541666666666666	384
[men/male/women/female] beauty pageant	0.3055555555555556	144
[men/male/women/female] behaving	0.11393596986817325	2124
[men/male/women/female] behavioral	0.325	160
[men/male/women/female] beholder	0.17328519855595667	277
[men/male/women/female] belief	0.1772428884026258	914
[men/male/women/female] belly dancer	0.33976833976833976	259
[men/male/women/female] ben	0.19523099850968703	1342
[men/male/women/female] bend	0.3116883116883117	154
[men/male/women/female] benjamin	0.22277227722772278	202
[men/male/women/female] beth	0.3861788617886179	246
[men/male/women/female] betta	0.28193832599118945	227
[men/male/women/female] bias	0.16013775290572535	16261
[men/male/women/female] bighorn	0.2857142857142857	497
[men/male/women/female] bighorn sheep	0.2936893203883495	412
[men/male/women/female] bind	0.34285714285714286	1015
[men/male/women/female] biological	0.2787878787878788	165
[men/male/women/female] biological clock	0.2390745501285347	389
[men/male/women/female] biped	0.26869158878504673	428
[men/male/women/female] bird	0.3726998252026061	31465
[men/male/women/female] birth control	0.35425531914893615	940
[men/male/women/female] blackcap	0.33557046979865773	149
[men/male/women/female] blade	0.3586206896551724	145
[men/male/women/female] blind	0.11632653061224489	490
[men/male/women/female] blood line	0.37962962962962965	108
[men/male/women/female] blood relative	0.3972911963882618	443
[men/male/women/female] bloodline	0.29428571428571426	700
[men/male/women/female] blow	0.3422982885085575	409
[men/male/women/female] blue collar	0.35353535353535354	198
[men/male/women/female] bluebird	0.37433155080213903	374
[men/male/women/female] boar	0.29908256880733947	545
[men/male/women/female] boat	0.38213399503722084	403
[men/male/women/female] bobolink	0.19823788546255505	227
[men/male/women/female] body habitus	0.38764044943820225	178
[men/male/women/female] body odor	0.25396825396825395	252
[men/male/women/female] boll weevil	0.34615384615384615	182
[men/male/women/female] bonding	0.17841150129625266	33944
[men/male/women/female] bonding ritual	0.09508196721311475	610
[men/male/women/female] bonding time	0.15608465608465608	378
[men/male/women/female] bonnet macaque	0.3686440677966102	236
[men/male/women/female] bottlenose dolphin	0.37467018469656993	758
[men/male/women/female] bourgeoisie	0.1524822695035461	282
[men/male/women/female] bow	0.13271604938271606	324
[men/male/women/female] bowerbird	0.22468354430379747	1580
[men/male/women/female] brahmin	0.14694656488549618	524
[men/male/women/female] bravado	0.035982008995502246	2001
[men/male/women/female] bread	0.24146981627296588	381
[men/male/women/female] breadwinner	0.06779037695372357	32630
[men/male/women/female] breakfast	0.3548387096774194	372
[men/male/women/female] breast cancer	0.36398420892802913	16465
[men/male/women/female] breast carcinoma	0.14389989572471323	959
[men/male/women/female] breath	0.38440111420612816	359
[men/male/women/female] breeding	0.3857078449053201	4436
[men/male/women/female] bridge	0.36228287841191065	403
[men/male/women/female] briefly	0.13003095975232198	323
[men/male/women/female] british doctor	0.037199124726477024	1371
[men/male/women/female] british subject	0.2737169517884914	643
[men/male/women/female] briton	0.28134556574923547	327
[men/male/women/female] broiler	0.2754145638067772	1387
[men/male/women/female] broiler chicken	0.23693379790940766	287
[men/male/women/female] brook	0.2942643391521197	401
[men/male/women/female] brook trout	0.2908496732026144	306
[men/male/women/female] brothel	0.09378489021213249	2687
[men/male/women/female] brother	0.1021355617455896	2154
[men/male/women/female] brutality	0.04182509505703422	1052
[men/male/women/female] brute	0.07462686567164178	804
[men/male/women/female] buddy	0.24288256227758007	2248
[men/male/women/female] buddy film	0.3419354838709677	155
[men/male/women/female] buffalo calf	0.37158469945355194	183
[men/male/women/female] build	0.3977272727272727	176
[men/male/women/female] bulk	0.2149122807017544	228
[men/male/women/female] bullfinch	0.3448275862068966	174
[men/male/women/female] bullfrog	0.26705653021442494	513
[men/male/women/female] bullshit	0.15520628683693516	509
[men/male/women/female] bum	0.39669421487603307	363
[men/male/women/female] bumblebee	0.28402366863905326	338
[men/male/women/female] bursa	0.28776978417266186	417
[men/male/women/female] burst	0.38831615120274915	291
[men/male/women/female] business partner	0.3180428134556575	327
[men/male/women/female] butt	0.33421052631578946	760
[men/male/women/female] by birth	0.3644067796610169	236
[men/male/women/female] by comparison	0.3482587064676617	201
[men/male/women/female] by day	0.19831932773109243	595
[men/male/women/female] by dint	0.30935251798561153	139
[men/male/women/female] by example	0.10723860589812333	373
[men/male/women/female] by god	0.16263552960800667	1199
[men/male/women/female] by hand	0.36507936507936506	126
[men/male/women/female] by john	0.21839080459770116	609
[men/male/women/female] by mean	0.3184005923731951	2701
[men/male/women/female] by mid	0.23699421965317918	173
[men/male/women/female] by name	0.31560142913854705	2519
[men/male/women/female] by nature	0.1915294924554184	5832
[men/male/women/female] by night	0.24420677361853832	561
[men/male/women/female] by others	0.3684210526315789	342
[men/male/women/female] by police	0.2360774818401937	826
[men/male/women/female] by reason	0.18203592814371258	835
[men/male/women/female] by sight	0.25326370757180156	383
[men/male/women/female] by surprise	0.15452261306532664	1592
[men/male/women/female] by turn	0.11918604651162791	344
[men/male/women/female] by violence	0.3299492385786802	197
[men/male/women/female] by way	0.3783505154639175	970
[men/male/women/female] by word	0.13577023498694518	383
[men/male/women/female] california mouse	0.29896907216494845	291
[men/male/women/female] californian	0.391304347826087	115
[men/male/women/female] call	0.3685913389746142	4018
[men/male/women/female] camaraderie	0.12518164832883538	4817
[men/male/women/female] camelids	0.39285714285714285	140
[men/male/women/female] canon	0.3583123425692695	1588
[men/male/women/female] capitalist	0.35014005602240894	357
[men/male/women/female] captor	0.3662182361733931	669
[men/male/women/female] capture	0.2271505376344086	744
[men/male/women/female] career path	0.3551912568306011	183
[men/male/women/female] cassowary	0.36585365853658536	123
[men/male/women/female] castrate	0.2251655629139073	302
[men/male/women/female] castration anxiety	0.24429223744292236	438
[men/male/women/female] catch	0.19315403422982885	409
[men/male/women/female] catheterisation	0.35071090047393366	211
[men/male/women/female] caucasian	0.33778307508939215	4195
[men/male/women/female] cave	0.3669527896995708	466
[men/male/women/female] cecropia	0.3333333333333333	153
[men/male/women/female] celibate	0.39317773788150806	557
[men/male/women/female] centrality	0.3992673992673993	273
[men/male/women/female] cerci	0.21810699588477367	243
[men/male/women/female] chaffinch	0.30112721417069244	621
[men/male/women/female] chaperon	0.24475524475524477	286
[men/male/women/female] charisma	0.08241758241758242	546
[men/male/women/female] charles	0.39030955585464333	743
[men/male/women/female] chart	0.33070866141732286	508
[men/male/women/female] chase	0.20758483033932135	501
[men/male/women/female] chauvinism	0.020653146436027437	13412
[men/male/women/female] chauvinist	0.028108653179555052	15867
[men/male/women/female] chauvinist pig	0.3302738712065137	6755
[men/male/women/female] cheat	0.11500974658869395	1026
[men/male/women/female] cheer	0.0857449088960343	933
[men/male/women/female] chela	0.31543624161073824	149
[men/male/women/female] chest	0.11853867081228138	5146
[men/male/women/female] chick	0.3486901535682023	4428
[men/male/women/female] child	0.3768015133135969	235774
[men/male/women/female] child present	0.33557046979865773	149
[men/male/women/female] childcare	0.3922077922077922	385
[men/male/women/female] childcare worker	0.21739130434782608	207
[men/male/women/female] chivalry	0.11711711711711711	999
[men/male/women/female] choir	0.297125122508984	6122
[men/male/women/female] chorus	0.39830450536678746	14627
[men/male/women/female] chosen	0.2688679245283019	212
[men/male/women/female] christmas	0.38421052631578945	190
[men/male/women/female] chromosome complement	0.3382857142857143	875
[men/male/women/female] chuckle	0.09955257270693513	894
[men/male/women/female] chum	0.3495702005730659	349
[men/male/women/female] church leader	0.3151862464183381	1047
[men/male/women/female] church leadership	0.3712121212121212	132
[men/male/women/female] cicada	0.2917082917082917	1001
[men/male/women/female] cichlid fish	0.2127659574468085	235
[men/male/women/female] cigarette smoker	0.2627986348122867	586
[men/male/women/female] circumcision ritual	0.3305785123966942	121
[men/male/women/female] citizen	0.2859358383551932	67704
[men/male/women/female] citizenry	0.1907459867799811	1059
[men/male/women/female] civilization	0.11428571428571428	420
[men/male/women/female] clamour	0.31901840490797545	163
[men/male/women/female] clash	0.2302839116719243	317
[men/male/women/female] cleric	0.18113612004287247	2799
[men/male/women/female] climacteric	0.10759493670886076	632
[men/male/women/female] cloak	0.2911392405063291	158
[men/male/women/female] club	0.3300380228136882	6575
[men/male/women/female] cock	0.17201166180758018	1029
[men/male/women/female] cockatiel	0.3194444444444444	144
[men/male/women/female] code	0.2438964241676942	4055
[men/male/women/female] coercion	0.07239382239382239	1036
[men/male/women/female] collapse	0.09726962457337884	586
[men/male/women/female] colleague	0.3248256035610877	97049
[men/male/women/female] college friend	0.3684210526315789	133
[men/male/women/female] collegian	0.1919191919191919	990
[men/male/women/female] colonial	0.2986425339366516	442
[men/male/women/female] colonist	0.3402187120291616	2469
[men/male/women/female] colonization	0.3963963963963964	111
[men/male/women/female] colonizer	0.168141592920354	678
[men/male/women/female] color	0.36999435984207557	1773
[men/male/women/female] coloration	0.21493440968718466	991
[men/male/women/female] colt	0.37117903930131	229
[men/male/women/female] columbia	0.3668639053254438	169
