ID	HEADING	CLEANED	LANGUAGE	LCC	TYPE	YEAR_ADDED	YEAR_REVISED	BT	NT	SYNONYMS	YEAR_DEPRECATED	FORMER_HEADINGS	DELETION_NOTE	GENDER	GENDER_WORD
sh85061806	_Honamsŏn	honamsŏn	en	None	Topic	1986	None	None	None	None	2009-11-17T07:05:48	None	This authority record has been deleted because the subject heading is covered by an identical name heading (n 2009059482).		
sh85061839	_Hone Heke's Rebellion, N.Z., 1844-1846	n z hone heke 's rebellion 1844 1846	en	None	Topic	2004	None	None	None	None	2011-10-24T10:58:48	None	This authority record has been deleted because the heading is covered by the subject heading {New Zealand--History--Northern War, 1845-1846} (sh2010012234).		
sh85061875	_Høng-Tølløse Jernbane	høng tølløse jernbane	en	None	Topic	1986	None	None	None	None	2009-11-17T06:55:11	None	This authority record has been deleted because the subject heading is covered by an identical name heading (n 2009055993).		
sh85062038	_Hornbækbanen	hornbækbanen	en	None	Topic	1986	None	None	None	None	2009-11-17T06:55:31	None	This authority record has been deleted because the subject heading is covered by an identical name heading (n 2009056014).		
sh85063447	_Hydroida	hydroida	en	None	Topic	2005	None	None	None	None	2013-07-08T13:07:22	None	This authority record has been deleted because the heading is covered by the subject heading {Hydrozoa} (sh 85063512).		
sh85063448	_Hydroida, Fossil	fossil hydroida	en	None	Topic	2004	None	None	None	None	2013-07-08T13:07:23	None	This authority record has been deleted because the heading is covered by the subject heading {Hydrozoa, Fossil} (sh 85063513).		
sh85063467	_Hydromedusae	hydromedusae	en	None	Topic	1986	None	None	None	None	2013-07-08T13:07:23	None	This authority record has been deleted because the heading is covered by the subject headings {Athecate hydroids} (sh 85129378) and {Thecate hydroids} (sh2013001157).		
sh85064820	_Indecent assault	indecent assault	en	None	Topic	1986	None	None	None	None	2023-07-27T14:32:32	None	This authority record has been deleted because the heading is covered by the subject heading {Sexual assault} (DLC)sp2022007675		
sh85065958	_Industries, Primitive	primitive industries	en	None	Topic	2003	None	None	None	None	2022-08-05T09:03:43	None	This authority record has been deleted because the heading is covered by the subject heading {Industries} (DLC)sh 85065960 and {Industries, Prehistoric} (DLC)sh 94009069		
sh85066667	_Insectivores (Mammals)	insectivores ( mammals )	en	None	Topic	1999	None	None	None	None	2019-01-24T10:11:10	None	This authority record has been deleted because the heading is covered by the subject headings {Eulipotyphla} (DLC)sh2007010200 {Afrosoricida} (DLC)sh2003004658 and {Erinaceomorpha} (DLC)sh2007010201		
sh85066668	_Insectivores (Mammals), Fossil	fossil insectivores ( mammals )	en	None	Topic	1986	None	None	None	None	2019-01-24T10:11:10	None	682 This authority record has been deleted because the heading is covered by the subject headings {Eulipotyphla, Fossil} (DLC)sh2007010416 and {Erinaceomorpha, Fossil} (DLC)sh2007010417		
sh85066733	_Installment land contracts	installment land contracts	en	None	Topic	1986	None	None	None	None	2010-05-05T17:35:39	None	This authority record has been deleted because the heading is covered by the subject heading {Contracts for deeds} (sh 85031644).		
sh85067410	_International ice patrol	international ice patrol	en	None	Topic	1986	None	None	None	None	2011-08-29T13:08:41	None	This authority record has been deleted because the subject heading is covered by the name heading {International Ice Patrol} (no 98116434).		
sh85068631	_Isobryales	isobryales	en	None	Topic	1986	None	None	None	None	2024-01-31T13:54:39	None	This authority record has been deleted because the subject heading is covered by the subject heading {Hypnales} (DLC)sh 85063746		
sh85068803	_Italian Grand Prix Race	italian grand prix race	en	None	Topic	1986	None	None	None	None	2015-07-15T16:45:11	None	This authority record has been deleted because the heading is covered by the name heading {Gran Premio d'Italia (Automobile race)} (DLC)n 2015027156		
sh85069083	_Iverskai︠a︡ Svi︠a︡tai︠a︡ i Chudotvornai︠a︡ Bogomaterʹ (Icon)	iverskai︠a︡ svi︠a︡tai︠a︡ i chudotvornai︠a︡ bogomaterʹ ( icon )	en	None	Topic	1986	None	None	None	None	2010-06-08T12:26:30	None	This authority record has been deleted because the subject heading is covered by an identical name heading (n 2009081340).		
sh85070570	_Joan (Legendary Pope)	joan ( legendary pope )	en	None	Topic	1986	None	None	None	None	2014-07-14T11:22:16	None	This authority record has been deleted because the subject heading is covered by the name heading {Joan, Pope (Legendary character)} (n 2014021597).		
sh85071277	_Kahlgrund-Eisenbahn	kahlgrund eisenbahn	en	None	Topic	1986	None	None	None	None	2009-11-17T06:55:48	None	This authority record has been deleted because the subject heading is covered by an identical name heading (n 2009056012).		
sh85071583	_Karachay literature	karachay literature	en	None	Topic	1986	None	None	None	None	2016-06-02T12:45:39	None	This authority record has been deleted because the heading is covered by the subject heading {Karachay-Balkar literature} (DLC)sh2016000770		
sh85072201	_Khjai Mendung (Gamelan)	khjai mendung ( gamelan )	en	None	Topic	2000	None	None	None	None	2009-06-30T13:43:19	None	This authority record has been deleted because the subject heading is covered by an identical name heading (n 2009035244).		
sh85072233	_Kibi Daijin nittō ekotoba (Scrolls)	kibi daijin nittō ekotoba ( scrolls )	en	None	Topic	1986	None	None	None	None	2010-10-13T06:56:38	None	This authority record has been deleted because the subject heading is covered by the name heading {Minister Kibi's visit to Tang China} (no2010126412).		
sh85072287	_Kiel Regatta, Kiel, Germany, 1907	kiel kiel regatta 1907 germany	en	None	Topic	1986	None	None	None	None	2016-01-25T13:33:48	None	This authority record has been deleted because the heading will be established as a name heading when needed.		
sh85072288	_Kiel Regatta, Kiel, Germany, 1914	kiel kiel regatta 1914 germany	en	None	Topic	1986	None	None	None	None	2016-01-25T13:33:48	None	This authority record has been deleted because the subject heading is covered by the name heading {Kieler Woche (1914 : Kiel, Germany)} (DLC)n 2015069840		
sh85072397	_King George VI and Queen Elizabeth Diamond Stakes	king george vi and queen elizabeth diamond stakes	en	None	Topic	1986	None	None	None	None	2015-07-15T16:45:11	None	This authority record has been deleted because the subject heading is covered by an identical name heading (DLC)n 2015026872		
sh85072613	_Kjøbenhavn-Slangerup Banen	kjøbenhavn slangerup banen	en	None	Topic	1986	None	None	None	None	2009-11-17T06:56:03	None	This authority record has been deleted because the subject heading is covered by an identical name heading (n 2009056013).		
sh85072813	_Koko (Gorilla)	koko ( gorilla )	en	None	Topic	2003	None	None	None	None	2015-05-08T17:06:57	None	This authority record has been deleted because the subject heading is covered by the name heading {Koko (Gorilla), 1971-} (DLC)no2015024426		
sh85072903	_Königlich Württembergischen Staatseisenbahnen	königlich württembergischen staatseisenbahnen	en	None	Topic	1986	None	None	None	None	2009-09-24T08:37:43	None	This authority record has been deleted because the subject heading is covered by the name heading {Württembergische Staatseisenbahn} (nb2005019395).		
sh85073387	_Kukulcan	kukulcan	en	None	Topic	1986	None	None	None	None	2019-11-20T08:03:26	None	This authority record has been deleted because the subject heading is covered by the name heading {Kukulcan (Maya deity)} (DLC)no2019110169		
sh85075208	_Law, Bantu	bantu law	en	None	Topic	1986	None	None	None	None	2023-08-30T10:55:32	None	This authority record has been deleted because the heading is replaced by headings of the type {Customary law} subdivided by place.		
sh85075266	_Law, Primitive	primitive law	en	None	Topic	1986	None	None	None	None	2022-01-19T12:16:28	None	This authority record has been deleted because the heading is covered by the subject heading {Customary law} (DLC)sh 85034953		
sh85078424	_Los Angeles Transit	los angeles transit	en	None	Topic	1986	None	None	None	None	2009-12-10T13:28:41	None	This authority record has been deleted because the subject heading is covered by the name heading {Los Angeles Transit Lines} (n 2009056199).		
sh85078712	_Lübeck-Büchener Eisenbahn	lübeck büchener eisenbahn	en	None	Topic	1986	None	None	None	None	2009-11-17T06:56:20	None	This authority record has been deleted because the subject heading is covered by an identical name heading (n 2009056220).		
sh85079899	_Main-Neckar-Eisenbahn	main neckar eisenbahn	en	None	Topic	1986	None	None	None	None	2009-11-17T06:57:10	None	This authority record has been deleted because the subject heading is covered by an identical name heading (n 2009056308).		
sh85079987	_Makara	makara	en	None	Topic	1986	None	None	None	None	2020-08-17T13:55:43	None	This authority record has been deleted because the subject heading is covered by the name heading {Makara (Hindu mythological character)} (DLC)no2020068587		
sh85080334	_Managalasi language	managalasi language	en	None	Topic	1986	None	None	None	None	2009-06-25T12:55:59	None	This authority record has been deleted because the subject heading is covered by the subject heading {Ese language} (sh2008006292).		
sh85080600	_Mannite	mannite	en	None	Topic	1986	None	None	None	None	2009-01-15T14:05:34	None	This authority record has been deleted because the heading is covered by the subject heading {Mannitol} (sh2008008250).		
sh85080976	_March on Washington for Jobs and Freedom, Washington, D.C., 1963	washington march on washington for jobs and freedom d c 1963	en	None	Topic	1986	None	None	None	None	2012-07-30T13:47:29	None	This authority record has been deleted because the subject heading is covered by the name heading {March on Washington for Jobs and Freedom} (n 2012036795).		
sh85081050	_Margaronia	margaronia	en	None	Topic	1986	None	None	None	None	2013-05-02T14:05:49	None	This authority record has been deleted because the heading is covered by the subject headings {Cirrhochrista} (sh2012003151) and {Palpita} (sh2012003152).		
sh85081081	_Marīci	marīci	en	None	Topic	1986	None	None	None	None	2013-09-26T09:17:42	None	This authority record has been deleted because the subject heading is covered by the name heading {Marīci (Hindu deity)} (n 2013047244).		
sh85081605	_Marsileales	marsileales	en	None	Topic	1986	None	None	None	None	2024-05-31T14:57:38	None	This authority record has been deleted because the heading is covered by the subject heading {Salviniales} (DLC)sh 85116972		
sh85082110	_Maternity in art	maternity in art	en	None	Topic	1986	None	None	None	None	2023-01-30T14:11:39	None	This authority record has been deleted because the heading is covered by the subject heading {Motherhood in art} (DLC)sh2008006270		
sh85083405	_Meleager and Atalanta (Tapestry)	meleager and atalanta ( tapestry )	en	None	Topic	1986	None	None	None	None	2011-09-02T07:44:26	None	This authority record has been deleted because the subject heading is covered by the name heading {Meleager and Atalanta} (n 2011045989).		
sh85083464	_Memba language	memba language	en	None	Topic	1986	None	None	None	None	2010-05-21T13:07:13	None	This authority record has been deleted because the heading is covered by the subject heading {Tshangla language} (sh2010000007).		
sh85084679	_Michael (Archangel)	michael ( archangel )	en	None	Topic	1986	None	None	None	None	2014-04-30T11:16:46	None	This authority record has been deleted because the subject heading is covered by an identical name heading (n 2001096929).		
sh85085154	_Military atrocities	military atrocities	en	None	Topic	1986	None	None	None	None	2006-07-25T11:34:09	None	This authority record has been deleted because the reference is covered by the subject heading {Atrocities} (DLC)sh 85009362		
sh85086166	_Missions to Nestorians	missions to nestorians	en	None	Topic	1986	None	None	None	None	2011-04-07T13:17:37	None	This authority record has been deleted because the heading is covered by the subject headings {Missions to Church of the East members} (sh2010013042) and {Missions to Assyrian Church of the East members} (sh2010013043).		
sh85086310	_Mittenwaldbahn	mittenwaldbahn	en	None	Topic	1986	None	None	None	None	2009-11-17T06:59:35	None	This authority record has been deleted because the subject heading is covered by an identical name heading (n 2009056334).		
sh85086535	_Mōko shūrai ekotoba (Scrolls)	mōko shūrai ekotoba ( scrolls )	en	None	Topic	1986	None	None	None	None	2009-05-08T07:52:28	None	This authority record has been deleted because the subject heading is covered by the name heading {Mōko shūrai ekotoba} (n 2007090214).		
sh85086672	_Monaco Grand Prix Race	monaco grand prix race	en	None	Topic	1986	None	None	None	None	2015-07-15T16:45:13	None	This authority record has been deleted because the subject heading is covered by the name heading {Grand Prix de Monaco (Automobile race)} (DLC)n 2015027169		
sh85086746	_Monasticism and religious orders, Nestorian	nestorian monasticism and religious orders	en	None	Topic	1986	None	None	None	None	2011-04-07T13:19:22	None	This authority record has been deleted because the heading is covered by the subject headings {Church of the East monasticism and religious orders} (sh2010013048) and {Assyrian Church of the East monasticism and religious orders} (sh2010013049).		
sh85087222	_Moravian ballads and songs	moravian ballads and songs	en	None	Topic	1986	None	None	None	None	2010-06-25T13:06:42	None	{This authority record has been deleted because it was incorrectly formulated.}		
sh85088648	_Murtalbahn	murtalbahn	en	None	Topic	1986	None	None	None	None	2009-11-03T06:42:13	None	This authority record has been deleted because the subject heading is covered by an identical name heading (n 2009056351).		
sh85089660	_Nan hu music	nan hu music	en	None	Topic	1986	None	None	None	None	2010-05-21T13:11:17	None	This authority record has been deleted because the heading is covered by the subject headings {Er hu music} (sh 85044607) and {Gao hu music} (sh 89001123).		
sh85089908	_Nassauische Kleinbahn	nassauische kleinbahn	en	None	Topic	1986	None	None	None	None	2009-11-03T06:41:32	None	This authority record has been deleted because the subject heading is covered by an identical name heading (n 2009056352).		
sh85090876	_Neptune (Reconnaissance aircraft)	neptune ( reconnaissance aircraft )	en	None	Topic	2001	None	None	None	None	2014-03-28T16:38:01	None	This authority record has been deleted because the heading is covered by the subject heading {Neptune (Military aircraft)} (sh 85090875).		
sh85090960	_Nestorian Church	nestorian church	en	None	Topic	1986	None	None	None	None	2011-04-07T13:23:18	None	This authority record has been deleted because the subject heading is covered by the name headings {Church of the East} (n 2010053319) and {Assyrian Church of the East} (n  85300514).		
sh85090961	_Nestorians	nestorians	en	None	Topic	1986	None	None	None	None	2011-04-07T13:24:20	None	This authority record has been deleted because the heading is covered by the subject headings {Church of the East members} (sh2010013044) and {Assyrian Church of the East members} (sh2010013045).		
sh85091948	_Nile mosaic (Palestrina)	nile mosaic ( palestrina )	en	None	Topic	1986	None	None	None	None	2023-11-30T10:21:16	None	This authority record has been deleted because the subject heading is covered by an identical name heading (DLC)n 2023023697		
sh85091966	_Nim Chimpsky (Chimpanzee)	nim chimpsky ( chimpanzee )	en	None	Topic	1986	None	None	None	None	2018-08-03T13:42:03	None	This authority record has been deleted because the subject heading is covered by the name heading {Chimpsky, Nim (Chimpanzee), 1973-2000} (DLC)no2017002368		
sh85092104	_Nizhegorodsko-Syzranskai︠a︡ zheleznai︠a︡ doroga	nizhegorodsko syzranskai︠a︡ zheleznai︠a︡ doroga	en	None	Topic	1986	None	None	None	None	2009-12-10T13:32:39	None	This authority record has been deleted because the subject heading is covered by the name heading {Nizhegorodsko-Syzranskoĭ zheli︠e︡znoĭ dorogi︠e︡} (n 2009056357).		
sh85092396	_Nord-Norgebanen	nord norgebanen	en	None	Topic	1986	None	None	None	None	2009-11-17T07:00:24	None	This authority record has been deleted because the subject heading is covered by an identical name heading (n 2009056358).		
sh85092859	_Novara Expedition, 1857-1859	1857 1859 novara expedition	en	None	Topic	1986	None	None	None	None	2011-03-30T13:23:58	None	This authority record has been deleted because the subject heading is covered by the name heading {Novara Expedition (1857-1859)} (n 2011013850).		
sh85093502	_Nyankore-Kiga language	nyankore kiga language	en	None	Topic	1986	None	None	None	None	2024-05-24T15:38:17	None	This authority record has been deleted because the heading is covered by the subject heading {Chiga language} (DLC)sh 85072299		
sh85093643	_Oberrheinische Eisenbahn	oberrheinische eisenbahn	en	None	Topic	1986	None	None	None	None	2009-12-15T13:53:16	None	This authority record has been deleted because the subject heading is covered by the name heading {Oberrheinische Eisenbahn-Gesellschaft} (n 2009056364).		
sh85094071	_Odense-Svendborg banen	odense svendborg banen	en	None	Topic	1986	None	None	None	None	2009-11-17T07:01:07	None	This authority record has been deleted because the subject heading is covered by an identical name heading (n 2009056365).		
sh85095262	_Orange Bowl, Miami, Fla. (Football game)	miami orange bowl fla ( football game )	en	None	Topic	1986	None	None	None	None	2010-08-11T16:34:32	None	This authority record has been deleted because the subject heading is covered by the name heading {Orange Bowl (Football game)} (no2004101080).		
sh85095373	_Orders, Preparation of (Military science)	preparation of ( military science ) orders	en	None	Topic	1986	None	None	None	None	2010-07-07T15:36:40	None	This authority record has been deleted because it is covered by the subject heading {Military orders} (sh2010009123).		
sh85095881	_Ōsaka natsu no jin zu (Screen painting)	ōsaka natsu no jin zu ( screen painting )	en	None	Topic	1986	None	None	None	None	2017-01-09T09:20:46	None	This authority record has been deleted because the subject heading is covered by the name heading {Folding screen illustrating the Summer War of Osaka} (DLC)no2016138607		
sh85095995	_Osthannoversche Eisenbahn	osthannoversche eisenbahn	en	None	Topic	1986	None	None	None	None	2009-12-15T13:54:43	None	This authority record has been deleted because the subject heading is covered by the name heading {Osthannoverschen Eisenbahnen} (n 2009056368).		
sh85096016	_Østsjaellandske Jernbane	østsjaellandske jernbane	en	None	Topic	1986	None	None	None	None	2009-11-17T07:02:00	None	This authority record has been deleted because the subject heading is covered by an identical name heading (n 2009056370).		
sh85096478	_Pacific Ocean Biological Survey Program	pacific ocean biological survey program	en	None	Topic	1986	None	None	None	None	2019-10-04T13:41:07	None	This authority record has been deleted because the subject heading is covered by an identical name heading (DLC)no2019097361		
sh85096554	_Paderborner Imad-Madonna (Sculpture)	paderborner imad madonna ( sculpture )	en	None	Topic	1986	None	None	None	None	2013-04-04T08:23:20	None	This authority record has been deleted because the subject heading is coverd by the name heading {Imad Madonna} (n 2013004851).		
sh85098104	_Parkeriaceae	parkeriaceae	en	None	Topic	2003	None	None	None	None	2024-05-31T14:57:39	None	This authority record has been deleted because the heading is covered by the subject heading {Pteridaceae} (DLC)sh 85000871		
sh85099129	_Peddlers and peddling	peddlers and peddling	en	None	Topic	2000	None	None	None	None	2010-01-07T13:43:36	None	This authority record has been deleted because the heading is covered by the subject headings {Peddlers} (sh2009009538) and {Peddling} (sh2009009537).		
sh85101065	_Phonology	phonology	en	None	Topic	1986	None	None	None	None	2019-07-12T12:03:04	None	This authority record has been deleted because the general see reference is covered by specific see references.		
sh85101703	_Phytophthora parasitica	phytophthora parasitica	en	None	Topic	1986	None	None	None	None	2012-10-10T09:07:41	None	This authority record has been deleted because the heading is covered by the subject heading {Phytophthora nicotianae} (sh 85101701).		
sh85102119	_Pilatusbahn	pilatusbahn	en	None	Topic	1986	None	None	None	None	2009-11-17T07:02:39	None	This authority record has been deleted because the subject heading is covered by an identical name heading (n 2009056375).		
sh85102532	_Pitymys	pitymys	en	None	Topic	1986	None	None	None	None	2016-07-13T14:29:27	None	This authority record has been deleted because the heading is covered by the subject heading {Microtus} (DLC)sh 85084942		
sh85103599	_Plynlimon and Hafan Tramway	plynlimon and hafan tramway	en	None	Topic	1986	None	None	None	None	2009-12-15T13:56:05	None	This authority record has been deleted because the subject heading is covered by the name heading {Plynlimon & Hafan Tramway} (n 2009056377).		
sh85103644	_Pochaïvsʹka Bohorodyt︠s︡i︠a︡ (Icon)	pochaïvsʹka bohorodyt︠s︡i︠a︡ ( icon )	en	None	Topic	1986	None	None	None	None	2010-06-08T12:29:38	None	This authority record has been deleted because the subject heading is covered by an identical name heading (n 2009081369).		
sh85106697	_Primitive property	primitive property	en	None	Topic	1986	None	None	None	None	2022-08-05T09:03:45	None	This authority record has been deleted because the heading is covered by the subject heading {Property} (DLC)sh 85107496		
sh85107067	_Prix de l'Arc de Triomphe (Horse race)	prix de l 'arc de triomphe ( horse race )	en	None	Topic	1986	None	None	None	None	2015-07-15T16:45:14	None	This authority record has been deleted because the subject heading is covered by the name heading {Prix de l'Arc de triomphe (Horse race)} (DLC)n 2015026900		
sh85107336	_Project 100,000	000 project 100	en	None	Topic	1986	None	None	None	None	2010-07-15T11:52:35	None	This authority record has been deleted because the subject heading is covered by an identical name heading (n 2010101055).		
sh85107369	_Project Vanguard	project vanguard	en	None	Topic	1986	None	None	None	None	2013-06-12T14:22:00	None	This authority record has been deleted because the subject heading is covered by an identical name heading (n 2013017952).		
sh85109806	_Queen's Plate (Horse race)	queen 's plate ( horse race )	en	None	Topic	1986	None	None	None	None	2015-07-15T16:45:14	None	This authority record has been deleted because the subject heading is covered by the name headings {Queen's Plate (Horse race : 1860-1901 : Ont.)} (DLC)n 2015026938 and {King's Plate (Horse race : 1902-1951 : Ont.)} (DLC)n 2015026949 and {Queen's Plate (Horse race : 1952- : Ont.)} (DLC)n 2015026953		
sh85111281	_Ramapithecus	ramapithecus	en	None	Topic	1986	None	None	None	None	2014-03-28T16:38:12	None	This authority record has been deleted because the heading is covered by the subject heading {Sivapithecus} (sh 85123056).		
sh85112607	_Religious art	religious art	en	None	Topic	1986	None	None	None	None	2017-12-14T12:45:25	None	This authority record has been deleted because the general reference is being replaced by the subject heading {Religious art} (DLC)sh2017004265		
sh85114562	_Roads, Ice	ice roads	en	None	Topic	1986	None	None	None	None	2010-02-03T06:45:46	None	This authority record has been deleted because the heading is covered by the subject heading {Ice crossings} (sh 85063990). However, due to a processing error the deleted record was not distributed. The record was re-distributed in the previous distribution cycle, and is now being deleted in this distribution cycle.		
sh85115395	_Rorschach-Heiden-Bergbahn	rorschach heiden bergbahn	en	None	Topic	1986	None	None	None	None	2009-11-17T07:05:24	None	This authority record has been deleted because the subject heading is covered by an identical name heading (n 2009056387).		
sh85115515	_Rotterdamse Elektrische Tram	rotterdamse elektrische tram	en	None	Topic	1986	None	None	None	None	2009-09-24T08:47:03	None	This authority record has been deleted because the subject heading is covered by an identical name heading (n  78021817).		
sh85115575	_Royal Ascot	royal ascot	en	None	Topic	1986	None	None	None	None	2015-07-15T16:45:15	None	This authority record has been deleted because the subject heading is covered by the name heading {Royal Ascot (Event)} (DLC)n 2015026864		
sh85117013	_Sambirsʹka Bohorodyt︠s︡i︠a︡ (Icon)	sambirsʹka bohorodyt︠s︡i︠a︡ ( icon )	en	None	Topic	1986	None	None	None	None	2010-06-08T12:30:21	None	This authority record has been deleted because the subject heading is covered by an identical name heading (n 2009081364).		
sh85117017	_Śambūka	śambūka	en	None	Topic	1986	None	None	None	None	2022-05-12T08:52:47	None	This authority record has been deleted because the subject heading is covered by the name heading {Śambūkā (Hindu mythological character)} (DLC)n 2022240073		
sh85117361	_Santa Claus	santa claus	en	None	Topic	1986	None	None	None	None	2015-08-26T18:41:07	None	This authority record has been deleted because the subject heading is covered by an identical name heading (DLC)no2015039717		
sh85117425	_Sanʾyo Shinkansen	sanʾyo shinkansen	en	None	Topic	1986	None	None	None	None	2009-12-15T13:58:22	None	This authority record has been deleted because the subject heading is covered by the name heading {Sanʾyō Shinkansen} (n 2009056222).		
sh85118255	_Schönstatt movement	schönstatt movement	en	None	Topic	1986	None	None	None	None	2018-01-30T09:51:41	None	This authority record has been deleted because the subject heading is covered by the name heading {Schoenstatt Movement} (DLC)no 93029618 		
sh85119153	_Sculpture, Primitive	primitive sculpture	en	None	Topic	2001	None	None	None	None	2022-05-12T08:52:48	None	This authority record has been deleted because the heading is covered by the subject headings {Sculpture} (DLC)sh 85119004 and {Sculpture, Prehistoric } (DLC)sh 85119152		
sh85120340	_Servants in literature	servants in literature	en	None	Topic	1986	None	None	None	None	2009-10-16T09:28:11	None	This authority record has been deleted because the heading is covered by the subject heading {Household employees in literature} (sh 94003949).		
sh85120565	_Sex change	sex change	en	None	Topic	1986	None	None	None	None	2020-04-17T06:39:17	None	This authority record has been deleted because the heading is covered by the subject headings {Gender reassignment surgery} (DLC)sh 2020000651 and {Gender transition--Hormone therapy} (DLC)sh 2020000101		
sh85121387	_Shevchenko Statue (Washington, D.C.)	d c ) shevchenko statue ( washington	en	None	Topic	1986	None	None	None	None	2013-04-04T08:23:32	None	This authority record has been deleted because the subject heading is covered by the name heading {Mol, Leo, 1915-2009. Taras Shevchenko memorial (1964)} (n 2013004871).		
sh85123992	_Social progress trust fund	social progress trust fund	en	None	Topic	1986	None	None	None	None	2019-01-24T10:11:14	None	This authority record has been deleted because the subject heading is covered by the name heading {Social Progress Trust Fund (Program)} (DLC)n 2018062666		
sh85124179	_Primitive societies	primitive societies	en	None	Topic	1986	None	None	None	None	2022-08-05T09:03:45	None	This authority record has been deleted because the heading is covered by the subject headings {Anthropology} (DLC)sh 85005581 and {Prehistoric peoples} (DLC)sh 85080302		
sh85126998	_Spreewaldbahn	spreewaldbahn	en	None	Topic	1986	None	None	None	None	2009-12-15T14:03:13	None	This authority record has been deleted because the subject heading is covered by an identical name heading (n 2009055654).		
sh85127149	_Sri Namaskara Mahaamantra	sri namaskara mahaamantra	en	None	Topic	1986	None	None	None	None	2009-04-01T13:53:40	None	This authority record has been deleted because the subject heading is covered by an identical name heading (n  81041353).		
sh85127345	_Stanserhornbahn	stanserhornbahn	en	None	Topic	1986	None	None	None	None	2009-12-15T14:03:40	None	This authority record has been deleted because the subject heading is covered by an identical name heading (n 2009055653).		
sh85128086	_Steyrtalbahn	steyrtalbahn	en	None	Topic	1986	None	None	None	None	2009-11-02T13:50:58	None	This authority record has been deleted because it is covered by an identical name heading (n 2009055651).		
sh85128167	_Stirling and Bridge of Allan Tramways	stirling and bridge of allan tramways	en	None	Topic	1986	None	None	None	None	2009-12-15T14:04:08	None	This authority record has been deleted because the subject heading is covered by the name heading {Stirling & Bridge of Allan Tramways} (n 2009055648).		
sh85128518	_Strathcona Sound Mining Project	strathcona sound mining project	en	None	Topic	1986	None	None	None	None	2009-03-20T08:29:03	None	This authority record has been deleted because the heading is replaced by headings of the type {Lead mines and mining--Nunavut--Strathcona Sound} for which individual subject authority records are not made.		
sh85129752	_Suigunsen	suigunsen	en	None	Topic	1986	None	None	None	None	2009-11-02T13:51:31	None	This authority record has been deleted because it is covered by an identical name heading (n 2009055645).		
sh85130400	_Sulu language	sulu language	en	None	Topic	1986	None	None	None	None	2024-06-14T10:35:12	None	This authority record has been deleted because the heading is covered by the subject heading {Tausug language} (DLC)sh 85132794		
sh85130878	_Survival after airplane accidents, shipwrecks, etc.	shipwrecks survival after airplane accidents etc	en	None	Topic	1986	None	None	None	None	2011-03-18T14:07:50	None	This authority record has been deleted because the heading is covered by the subject headings {Survival} (sh 85130882), {Airplane crash survival} (sh2011000670), {Survival at sea} (sh2011000669), and {Shipwreck survival} (sh2011000668).		
sh85131417	_Symbolism in folk literature	symbolism in folk literature	en	None	Topic	1986	None	None	None	None	2010-12-10T08:23:59	None	This authority record has been deleted because the heading is covered by the subject heading {Symbolism in literature} (sh 85131419).		
sh85132179	_Tambura	tambura	en	None	Topic	1986	None	None	None	None	2009-04-02T14:24:12	None	This authority record has been deleted because the heading is covered by the subject headings {Tambūrā (Drone lute)} (sh2009003286) and {Tambura (Fretted lute)} (sh2009001802).		
sh85132435	_Tapirs	tapirs	en	None	Topic	1986	None	None	None	None	2020-04-16T14:35:20	None	This authority record has been deleted because it is covered by the subject headings {Acrocodia} (DLC)sh2020000130 {Tapirella} (DLC)sh2020000108 and {Tapirus} (DLC)sh2020000111		
sh85132448	_Tārā (Goddess)	tārā ( goddess )	en	None	Topic	1986	None	None	None	None	2018-08-03T13:42:08	None	This authority record has been deleted because the subject heading is covered by the name heading {Tārā (Buddhist deity)} (DLC)n 2018242593		
sh85133245	_Tegernseebahn	tegernseebahn	en	None	Topic	1986	None	None	None	None	2009-12-15T14:09:27	None	This authority record has been deleted because the subject heading is covered by the name heading {Tegernsee-Bahn} (n 2009055628).		
sh85133638	_Tellurates	tellurates	en	None	Topic	1986	None	None	None	None	2013-06-11T12:50:35	None	This authority record has been deleted because it is covered by the subject heading {Tellurites} (sh 85133641).		
sh85134096	_Terre Haute, Indianapolis and Eastern Traction Line	indianapolis and eastern traction line terre haute	en	None	Topic	1986	None	None	None	None	2009-12-15T14:10:01	None	This authority record has been deleted because the subject heading is covered by the name heading {Terre Haute, Indianapolis, and Eastern Traction Company} (n 2009055622).		
sh85134417	_Tezaurul de la Pietroasa (Art object)	tezaurul de la pietroasa ( art object )	en	None	Topic	2005	None	None	None	None	2012-02-09T09:03:03	None	This authority record has been deleted because the heading is replaced by headings of the type Treasure troves --[place] for which individual subject authority records are not made.		
sh85134516	_Thaumatourgos Eikōn tēs Prousiōtissēs (Icon)	thaumatourgos eikōn tēs prousiōtissēs ( icon )	en	None	Topic	1986	None	None	None	None	2010-06-08T12:31:09	None	This authority record has been deleted because the subject heading is covered by the name heading {Thaumatourgos Eikōn tēs Prousiōtissēs} (n 2009081143).		
sh85135340	_Tikhvinskai︠a︡ Bogomaterʹ (Icon)	tikhvinskai︠a︡ bogomaterʹ ( icon )	en	None	Topic	1986	None	None	None	None	2010-06-08T12:31:50	None	This authority record has been deleted because the subject heading is covered by an identical name heading (n 2009081344)		
sh85135464	_Timor language	timor language	en	None	Topic	1986	None	None	None	None	2019-07-12T12:03:05	None	This authority record has been deleted because the heading is covered by the subject headings {Baikeno language} (DLC)sh2016001928 and {Uab Meto language (Indonesia)} (DLC)sh2019000031		
